29501626F,427653831 427652996 427653308 427653260 427653590 427653067 427653858 427652743 427653531
29501627T,427653531 427652743 427652897 427653134
29501627F,427653134 427652897 427652743 427653531
29501629T,1725856214 427652483 427652780 427653764 427653270 1725856292
29501629F,1725856292 427653270 427653764 427652780 427652483 1725856214
29501630T,1725856214 427652483 427653531 427652743
29501630F,427652743 427653531 427652483 1725856214
29501631T,61246780 44272181 40518843 1936243269 40518844 59170594
29501631F,59170594 40518844 1936243269 40518843 44272181 61246780
29501632T,427757454 427760762 427760431 427759708 427760526 427760793 427760173 427756663 427758675 427761299 427760825 427759746 427758592 427760514
29501632F,427760514 427758592 427759746 427760825 427761299 427758675 427756663 427760173 427760793 427760526 427759708 427760431 427760762 427757454
29501633T,427760762 427757454 427760050 427759884
29501633F,427759884 427760050 427757454 427760762
29501634T,427658603 281321879 2534581557 427756681 427760708 427760285 427758438 427760486 427760917 427757541
29501634F,427757541 427760917 427760486 427758438 427760285 427760708 427756681 2534581557 281321879 427658603
29501636T,427658118 427657212 427658956 427657360 427657268 427658345 427659291 427658915 427658658 427658786 427657953 427658447 427659657 427657266 427658375 427658306 427658626 427659018 4368801244 427658574
29501636F,427658574 4368801244 427659018 427658626 427658306 427658375 427657266 427659657 427658447 427657953 427658786 427658658 427658915 427659291 427658345 427657268 427657360 427658956 427657212 427658118
29501637T,427658118 427657212 427658863 427657510 427657739 427658947 427658826
29501637F,427658826 427658947 427657739 427657510 427658863 427657212 427658118
29501641T,38590937 138749754 2274756655 6181072094 33510585 6181072093
29501641F,6181072093 33510585 6181072094 2274756655 138749754 38590937
29501643T,278364404 278364382 427658947 427658826
29501643F,427658826 427658947 278364382 278364404
29501644T,427761189 427760646 427756697 427759989 427760555 427756768 427760098 427758736 427757485 427757868 427756710 427760111 427760338 427759222 427760537 427758727
29501644F,427758727 427760537 427759222 427760338 427760111 427756710 427757868 427757485 427758736 427760098 427756768 427760555 427759989 427756697 427760646 427761189
29501645T,427657964 427659100 427659622 427657438
29501645F,427657438 427659622 427659100 427657964
29501647T,427657283 427659354 427659100 427657964
29501647F,427657964 427659100 427659354 427657283
29501648T,427760507 427760861 427758201 427759182 427760427 427758838 427760369 427760893 427757896 427756895 427761189 427760646
29501648F,427760646 427761189 427756895 427757896 427760893 427760369 427758838 427760427 427759182 427758201 427760861 427760507
29501650T,427653966 427653015 3272064370 427653995
29501650F,427653995 3272064370 427653015 427653966
29501653T,1173760080 427822199 427823485 33511846 427820914
29501653F,427820914 33511846 427823485 427822199 1173760080
29501655T,277491000 277490991 414428880 414470227
29501655F,414470227 414428880 277490991 277491000
29501656T,427759432 427761307
29501656F,427761307 427759432
29501657T,427760386 427757695 427756691 427760727 427760102 427758701 427758033 427761304 427759309 427759648 427759812 427761006 427758727 427760537
29501657F,427760537 427758727 427761006 427759812 427759648 427759309 427761304 427758033 427758701 427760102 427760727 427756691 427757695 427760386
29501658T,427760386 427757695 427760153 427757571 427760656 427756631 427760646 427761189
29501658F,427761189 427760646 427756631 427760656 427757571 427760153 427757695 427760386
29501659T,427657554 427657771 427657729 427657207 427657402 427657199 427658273 427659056 278364310 278364185
29501659F,278364185 278364310 427659056 427658273 427657199 427657402 427657207 427657729 427657771 427657554
29501660T,427657554 427657771 427659627 427658433 427657619 427659028 427659769 427658118 427657212
29501660F,427657212 427658118 427659769 427659028 427657619 427658433 427659627 427657771 427657554
29501661T,427761265 427756565 427760414 427756647 427760507 427760861
29501661F,427760861 427760507 427756647 427760414 427756565 427761265
29501663T,427653693 427653393 1986110334 427654027 427652634
29501663F,427652634 427654027 1986110334 427653393 427653693
29501664T,427653393 427653693 427653474 427652717 427654104 427652991 427653257 427653576 427653250 427653813 427652718 427654091 427654001 427653187 427653534 427653070 427653601 427653307 427654130
29501664F,427654130 427653307 427653601 427653070 427653534 427653187 427654001 427654091 427652718 427653813 427653250 427653576 427653257 427652991 427654104 427652717 427653474 427653693 427653393
29501665T,427757695 427760386 427758683 427758577 427759312 427761286 427760882 427756686 427760003 427756600 427760820
29501665F,427760820 427756600 427760003 427756686 427760882 427761286 427759312 427758577 427758683 427760386 427757695
29501666T,277490071 277490072 277490575 478245406
29501666F,478245406 277490575 277490072 277490071
29501668T,427657203 427657695 427657314 427658366 427657382 427659177 427659097 427659045 427657582 427657280
29501668F,427657280 427657582 427659045 427659097 427659177 427657382 427658366 427657314 427657695 427657203
29501669T,427657203 427657695 427657717 427658355 427658424 427659199 427659891 427657528 427658151 427659825 427657251 427658904 427657449 427658924 427658771
29501669F,427658771 427658924 427657449 427658904 427657251 427659825 427658151 427657528 427659891 427659199 427658424 427658355 427657717 427657695 427657203
29501670T,4058973091 59823455 4058973093 277490563 277490564 277490565 6640708188 277490566 277490567 277490568 277490569 277490570 277490571 277490572 277490573 277490574 277490575 478245406
29501670F,478245406 277490575 277490574 277490573 277490572 277490571 277490570 277490569 277490568 277490567 277490566 6640708188 277490565 277490564 277490563 4058973093 59823455 4058973091
29501671T,427761084 427759442 427760744 427760718
29501671F,427760718 427760744 427759442 427761084
29501672T,427761084 427759442 427757454 427760762
29501672F,427760762 427757454 427759442 427761084
29501673T,427757446 427760718 427760744
29501673F,427760744 427760718 427757446
29501675T,841370449 427758097 1173728257 1295654959 427760378
29501675F,427760378 1295654959 1173728257 427758097 841370449
29501677T,427761367 427760032 427759352 427759931 6451552731 427761536 427761415 427758196 427759432 427761307
29501677F,427761307 427759432 427758196 427761415 427761536 6451552731 427759931 427759352 427760032 427761367
29501678T,427653503 427653844 427654023 427653792 427653136 1725856147 1725856214 427652483
29501678F,427652483 1725856214 1725856147 427653136 427653792 427654023 427653844 427653503
29501679T,427658567 427657704 427657671 427657389 427658600 427658538 427658610
29501679F,427658610 427658538 427658600 427657389 427657671 427657704 427658567
29501680T,277490895 4058973092 59823455 4058973091
29501680F,4058973091 59823455 4058973092 277490895
29501681T,4058973092 277490895 428550554 428550500 428550527 428550550
29501681F,428550550 428550527 428550500 428550554 277490895 4058973092
29501683T,427758097 841370449 427757309 427760396 427759271 427760675 427757577 427761113 427761123 427759114 427760298 427758220 427758445 427757830 427761096 427758644 427760387 427760804 427760000 427758553 427761312 427759727 427761315 427757518 427760416 427758455 427761106 427759350 427756976 427761430 427761370 427758449 427760439 427759362 427758191
29501683F,427758191 427759362 427760439 427758449 427761370 427761430 427756976 427759350 427761106 427758455 427760416 427757518 427761315 427759727 427761312 427758553 427760000 427760804 427760387 427758644 427761096 427757830 427758445 427758220 427760298 427759114 427761123 427761113 427757577 427760675 427759271 427760396 427757309 841370449 427758097
29501686T,40518628 40518629 40518632 60526947 40518635 32412699
29501686F,32412699 40518635 60526947 40518632 40518629 40518628
29501687T,427756676 427758995 427757446 427760718 427760744
29501687F,427760718 427760744 427756608 427759537 427761141 427760268 427757042 427761309 427760203 427760799 427756676 427758995
29501688T,428550599 277490895 4058973092
29501688F,4058973092 277490895 428550599
29501689T,427659860 427657203 427657695
29501689F,427657695 427657203 427659860
29501690T,427760819 427760820 427759442 427761084
29501690F,427761084 427759442 427760820 427760819
29501691T,427760819 427760820 427756600
29501691F,427756600 427760820 427760819
29501692T,427760956 427758611 427760299 427760495 427761158 427760016 427761403 427756676 427758995
29501692F,427758995 427756676 427761403 427760016 427761158 427760495 427760299 427758611 427760956
29501694T,40519739 40519740 40519742 61246780 44272181
29501694F,44272181 61246780 40519742 40519740 40519739
29501695T,427658782 427658710 427659503 427658472 427658697 427659710 4183570701 427659366
29501695F,427659366 4183570701 427659710 427658697 427658472 427659503 427658710 427658782
29501696T,427658782 427658710 427658499 427657861 427658257 427657225 427658377 427659707 427658640 427658941 427657831 427658928 427659173 427659270 427658098 427659265 427658506 427659527 427658881 427658903 427659311 427658022 427658940 427659674
29501696F,427659674 427658940 427658022 427659311 427658903 427658881 427659527 427658506 427659265 427658098 427659270 427659173 427658928 427657831 427658941 427658640 427659707 427658377 427657225 427658257 427657861 427658499 427658710 427658782
29501697T,428550670 277490561 277490562 428550599 277490895
29501697F,277490895 428550599 277490562 277490561 428550670
29501698T,277490561 428550670 277490904
29501698F,277490904 428550670 277490561
29501700T,427758307 427757606 427758247 427761203 427760124 427759354 427761287 427757919 427760640
29501700F,427760640 427757919 427761287 427759354 427760124 427761203 427758247 427757606 427758307
29501702T,427658429 427657203 427659860
29501702F,427659860 427657203 427658429
29501703T,427657203 427658429 427659023 427659772 427659079 427658371 427658321 427658551 427658815 427659775 427657432 427659264 427659220 427658544 427658363 427659794
29501703F,427659794 427658363 427658544 427659220 427659264 427657432 427659775 427658815 427658551 427658321 427658371 427659079 427659772 427659023 427658429 427657203
29501704T,40519715 44255241 276550171
29501704F,276550171 44255241 40519715
29501705T,427760099 427757446 427758995 427756676
29501705F,427756676 427758995 427757446 427760099
29501706T,427760099 427757446 427760718
29501706F,427760718 427757446 427760099
29501707T,427659038 427657891 427658378 427659929 427658443 427657383 427659646 427659463 427657863 427659798 427658719 427658811 427657310 427658644 427659118 427658768 427657245 427659474 427657811 427659142 427659856 427659706 427659107 427657964 427659100
29501707F,427659100 427657964 427659107 427659706 427659856 427659142 427657811 427659474 427657245 427658768 427659118 427658644 427657310 427658811 427658719 427659798 427657863 427659463 427659646 427657383 427658443 427659929 427658378 427657891 427659038
29501709T,427659130 427657197 427659354 427657283
29501709F,427657283 427659354 427657197 427659130
29501711T,427758713 427760868 427758707 427761088 427759623 427761265 427756565
29501711F,427756565 427761265 427759623 427761088 427758707 427760868 427758713
29501712T,427653503 427653844 427654023 427653792 427653136 1725856147 1725856214 427652483 427652780 427653764 427653270 1725856292
29501712F,1725856292 427653270 427653764 427652780 427652483 1725856214 1725856147 427653136 427653792 427654023 427653844 427653503
29501713T,427759421 427757142 2627472958 427760484 427761449 427760614 427760867 427759571 427760881 427761029 427757645 427756655 427759432 427761307
29501713F,427761307 427759432 427756655 427757645 427761029 427760881 427759571 427760867 427760614 427761449 427760484 2627472958 427757142 427759421
29501714T,427759421 427757142 427756729 427757341 427758971 427761360 427761294 427757523 427760226 427761074 427759930 427759929 427760581 427761307 427759432
29501714F,427759432 427761307 427760581 427759929 427759930 427761074 427760226 427757523 427761294 427761360 427758971 427757341 427756729 427757142 427759421
29501715T,427757616 427761342 427758097 841370449
29501715F,841370449 427758097 427761342 427757616
29501716T,427658275 427657193 427658429 427657203
29501716F,427657203 427658429 427657193 427658275
29501718T,277490924 277490072 277490071
29501718F,277490071 277490072 277490924
29501719T,427759321 427761089 427760868 427758713
29501719F,427758713 427760868 427761089 427759321
29501720T,427759321 427761089 427761016 427759604 427761428 427761367 427760032
29501720F,427760032 427761367 427761428 427759604 427761016 427761089 427759321
29501721T,427657312 427658656 427658629 427658710 427658782
29501721F,427658782 427658710 427658629 427658656 427657312
29501722T,427658656 427657312 427658591 427659166 427658304 427659686 427659782 427659233 427659253 427657664 427658436 427657271 427659132 427659103 427657662 427658538 427658610
29501722F,427658610 427658538 427657662 427659103 427659132 427657271 427658436 427657664 427659253 427659233 427659782 427659686 427658304 427659166 427658591 427657312 427658656
29501723T,276550171 44255241
29501723F,44255241 276550171
29501726T,277490558 277490559 277490560 277490561 428550670
29501726F,428550670 277490561 277490560 277490559 277490558
29501727T,277490559 277490558 277490479 1502656365 241355528 427822711 3021090301 241355529 3021090307 277490450
29501727F,3021090307 277490450 428550590 1295628281 1295628278 277490558 277490559
29501728T,427759442 427761084 427760718 427757446
29501728F,427757446 427760718 427761084 427759442
29501729T,427761084 427759442
29501729F,427759442 427761084
29501730T,3800170678 427760099 427757446
29501730F,427757446 427760099 3800170678
29501734T,427761120 427760309 427761343 427758886 427757581 427760647 427761117 427761514 427758239 427757139 427757606 427758307
29501734F,427758307 427757606 427757139 427758239 427761514 427761117 427760647 427757581 427758886 427761343 427760309 427761120
29501735T,427658679 427659860 427659524 427657398 427658970 427658372 427659089 427657704 427658567
29501735F,427658567 427657704 427659089 427658372 427658970 427657398 427659524 427659860 427658679
29501736T,427658679 427659860 427657203
29501736F,427657203 427659860 427658679
29501737T,427657935 427659563 427657312 427658656
29501737F,427658656 427657312 427659563 427657935
29501738T,427657935 427659563 427659457 427659110 427658315 427659791 427659919 427657685 427659724 427658466 427658567 427657704
29501738F,427657704 427658567 427658466 427659724 427657685 427659919 427659791 427658315 427659110 427659457 427659563 427657935
29501739T,428550588 428550673 428550599 277490895
29501739F,277490895 428550599 428550673 428550588
29501740T,427652670 427654096 427652677 427653366 427652691 427653199 427653819 427653929 427653724 427653399 427653479 427653749 427652533 427652839 427653407 427653176 427653388 427653065 427653754 427652846 427652771 427653906 427653838 427652867 427653690 427652698 427653482 427653190 427653134 427652897
29501740F,427652897 427653134 427653190 427653482 427652698 427653690 427652867 427653838 427653906 427652771 427652846 427653754 427653065 427653388 427653176 427653407 427652839 427652533 427653749 427653479 427653399 427653724 427653929 427653819 427653199 427652691 427653366 427652677 427654096 427652670
29501741T,427652670 427654096 427652677 427653196 427653514 427653944 427653811 427653837 427653345 427653991 427652866 427652703 427653107 427652608 427654082 427653430 427652675 427653797 427652917 427653001 427653569 427653490 427653723 427652961 427653986 427653465 1725857759 427652933 427653618
29501741F,427653618 427652933 1725857759 427653465 427653986 427652961 427653723 427653490 427653569 427653001 427652917 427653797 427652675 427653430 427654082 427652608 427653107 427652703 427652866 427653991 427653345 427653837 427653811 427653944 427653514 427653196 427652677 427654096 427652670
29501744T,59834272 427819531 427819528
29501744F,427819531 427819528 427757616 427761342 427819529 427819531 59834272
29501748T,59822740 59822751 249642667 1502629669 3463488727
29501748F,3463488727 1502629669 249642667 59822751 59822740
29501749T,427711381 427652736 427654141 427653698 427652707 427653693 427653393
29501749F,427653393 427653693 427652707 427653698 427654141 427652736 427711381
29501750T,2378601447 44258254 276550171 44255241
29501750F,44255241 276550171 44258254 2378601447
29501752T,134209638 281310765 2895461552 427657193 427658275
29501752F,427658275 427657193 2895461552 281310765 134209638
29501753T,134209638 281310765 281313230 427659905
29501753F,427659905 281313230 281310765 134209638
29501754T,427653900 427652854 427652580 427654059 427653818 427653118 427653513 427652736 427711381
29501754F,427711381 427652736 427653513 427653118 427653818 427654059 427652580 427652854 427653900
29501759T,427657176 427657769 427658113 427658700 427658679 427659860
29501759F,427659860 427658679 427658700 427658113 427657769 427657176
29501760T,276550172 2378601445 276550171 44255241
29501760F,44255241 276550171 2378601445 276550172
29501763T,427652854 427653900 427653166 427652685 427653695 427654152 427653227 427653559 427652903 427653580 427653042 427652729 427653734 427654035 427653889 427653966 427653015
29501763F,427653015 427653966 427653889 427654035 427653734 427652729 427653042 427653580 427652903 427653559 427653227 427654152 427653695 427652685 427653166 427653900 427652854
29501764T,427654121 427652657 276485263
29501764F,276485263 427652657 427654121
29501765T,427652657 427654121 427653636 427654072 427653129 427653229 427653696 427653149 427653836 427654056 427653068 427654124 427652618 427652472 427652939 427653762 427652550 427652776 427652558 427653080 427653124 427653840 427652874 427653869 427652499 427653851 427652565 427653844 427653503
29501765F,427653503 427653844 427652565 427653851 427652499 427653869 427652874 427653840 427653124 427653080 427652558 427652776 427652550 427653762 427652939 427652472 427652618 427654124 427653068 427654056 427653836 427653149 427653696 427653229 427653129 427654072 427653636 427654121 427652657
29501766T,3800170678 427760099 427759582 427760434 427759762 427760585 427760578 427760800 427761296 427759310 427760081 427757471 427759889 427760612 427757365 427756766 427759036 427760768 427760137 427759194 427761084 427759442
29501766F,427759442 427761084 427759194 427760137 427760768 427759036 427756766 427757365 427760612 427759889 427757471 427760081 427759310 427761296 427760800 427760578 427760585 427759762 427760434 427759582 427760099 3800170678
29501769T,2336659401 44256218 44258254 2378601447
29501769F,2378601447 44258254 44256218 2336659401
29501770T,44256218 2336659401 277490924 277490072
29501770F,277490072 277490924 2336659401 44256218
29501771T,427822216 427822204 6181072093 33510585
29501771F,33510585 6181072093 427822204 427822216
29501772T,427657182 427658277 427657176 427657769
29501772F,427657769 427657176 427658277 427657182
29501773T,427658277 427657182 427659637 427658661 427658720 281310339 281310325
29501773F,281310325 281310339 427658720 427658661 427659637 427657182 427658277
29501775T,427758532 427760829 427759356 427759321 427761089
29501775F,427761089 427759321 427759356 427760829 427758532
29501776T,427658539 427658275 427657193
29501776F,427657193 427658275 427658539
29501777T,277490065 277490929 277490928 277490927 277490926 277490925 277490924 277490072
29501777F,277490072 277490924 277490925 277490926 277490927 277490928 277490929 277490065
29501779T,3800170676 59834239 3800170678 427760099
29501779F,427760099 3800170678 59834239 3800170676
29501783T,427757443 427760065 427757921 427758284 427758925 427756756 427760363 427758302 427757404 427757685 427761067 427758882 427760070 427758142 427759956 427761470 427761120 427760309
29501783F,427760309 427761120 427761470 427759956 427758142 427760070 427758882 427761067 427757685 427757404 427758302 427760363 427756756 427758925 427758284 427757921 427760065 427757443
29501784T,427759472 427759042 427760074 427759835 427760957 427760745 427757677 427761266 427760340 427760763 427759615 427760829 427758532
29501784F,427758532 427760829 427759615 427760763 427760340 427761266 427757677 427760745 427760957 427759835 427760074 427759042 427759472
29501785T,61246771 61246761 61246780 44272181
29501785F,44272181 61246780 61246761 61246771
29501786T,2336659755 44256212 2336659399 2627484247 44256214 44256215 44256218 2336659401
29501786F,2336659401 44256218 44256215 44256214 2627484247 2336659399 44256212 2336659755
29501788T,427657177 427658971 427658898 427659262 427658692 427659768 427659566 427657995 427658427 427657915 427658528 427658888 427657545 427659774 427658836 427659810 427658782 427658710
29501788F,427658710 427658782 427659810 427658836 427659774 427657545 427658888 427658528 427657915 427658427 427657995 427659566 427659768 427658692 427659262 427658898 427658971 427657177
29501789T,427658971 427657177 427659814 427659439 427658755 427658577 427658004 427657312 427658656
29501789F,427658656 427657312 427658004 427658577 427658755 427659439 427659814 427657177 427658971
29501790T,427760496 427761500 2627475832 427761544 427758538 427759383 427759421 427757142
29501790F,427757142 427759421 427759383 427758538 427761544 2627475832 427761500 427760496
29501792T,427658521 143985919 427757579 427760591 427757687 427760161 427761330 427758193 2627472950 427760496 427761500
29501792F,427761500 427760496 2627472950 427758193 427761330 427760161 427757687 427760591 427757579 143985919 427658521
29501794T,427657676 427659522 427658849 427659064 427658699 427659750 427658615 427659824 427657517
29501794F,427657517 427659824 427658615 427659750 427658699 427659064 427658849 427659522 427657676
29501795T,427657676 427659522 427658511 427659104 427658001 427659695 427657699 427658765 427658919 427658552 427658799 427658051 427658275 427658539
29501795F,427658539 427658275 427658051 427658799 427658552 427658919 427658765 427657699 427659695 427658001 427659104 427658511 427659522 427657676
29501796T,427653029 32476157 276485263 427652657
29501796F,427652657 276485263 32476157 427653029
29501797T,44256207 44256211 2336659755 44256212
29501797F,44256212 2336659755 44256211 44256207
29501798T,44269887 428550628 428550585 428550524 428550499 428550606 428550653 428550526 428550650 428550604 428550571 428550517 428550588 428550673
29501798F,428550673 428550588 428550517 428550571 428550604 428550650 428550526 428550653 428550606 428550499 428550524 428550585 428550628 44269887
29501799T,277490791 428550563 44269889 44269888 44269887 428550628
29501799F,428550628 44269887 44269888 44269889 428550563 277490791
29501800T,427659000 427657177 427658971
29501800F,427658971 427657177 427659000
29501801T,2336659392 44256207 44256211
29501801F,44256211 44256207 2336659392
29501802T,44256207 2336659392 277490063 277490064 277490929 277490065
29501802F,277490065 277490929 277490064 277490063 2336659392 44256207
29501803T,427759133 427760441 427759132 427760066 427761368 427760972 427760572 427761311 427759923 427759976 427760922 427757419 427759472 427759042
29501803F,427759042 427759472 427757419 427760922 427759976 427759923 427761311 427760572 427760972 427761368 427760066 427759132 427760441 427759133
29501804T,427653237 427711381 427652736
29501804F,427652736 427711381 427653237
29501805T,427711381 427653237 427706267 32474182 427706259
29501805F,427706259 32474182 427706267 427653237 427711381
29501808T,427653029 32476157
29501808F,32476157 427653029
29501809T,1376407060 427758951 427756666 427760683
29501809F,427760683 427756666 427758951 1376407060
29501810T,1376407060 427758951 4369901136 1376407218 841351549 59834272 540916531
29501810F,59834272 540916531 540916530 540916532 59834272 841351549 1376407218 4369901136 427758951 1376407060
29501811T,428550555 428550610 44269886 44269887 428550628
29501811F,428550628 44269887 44269886 428550610 428550555
29501812T,428550555 428550610 277490558 277490559
29501812F,277490559 277490558 428550610 428550555
29501813T,427657437 427658426 427658686 427658262 427657948 427659062 427659245 427659462 427659873 427657902 427658109 427659931 427657329 427658680 427658502 427659708 427658861 427659569 427658951 427657705 427658460 427659203 427658961 427657229 427659905 281313230
29501813F,281313230 427659905 427657229 427658961 427659203 427658460 427657705 427658951 427659569 427658861 427659708 427658502 427658680 427657329 427659931 427658109 427657902 427659873 427659462 427659245 427659062 427657948 427658262 427658686 427658426 427657437
29501814T,427657437 427658426 427657719 427657632 427659072 427659546 427658347 427657237
29501814F,427657237 427658347 427659546 427659072 427657632 427657719 427658426 427657437
29501816T,427761298 427760272 3800162062 427761033 427761131 427761549 427759947 427756577 427761511 427761406 427760465 427760293 427761447 427757787 427759237 427756794 427758628 427760819 427760820
29501816F,427760820 427760819 427758628 427756794 427759237 427757787 427761447 427760293 427760465 427761406 427761511 427756577 427759947 427761549 427761131 427759951 3800162061 427756971 427760649 427761298 427760272
29501818T,428550563 277490791 428550603 428550651 428550553 428550640 428550594 428550508 428550680 428550625 428550541 428550573 428550681 428550652 428550580 428550532 428550612 428550535 428550537 428550619 428550636 428550634 428550522 428550655 428550515 428550560 428550673 428550588
29501818F,428550588 428550673 428550560 428550515 428550655 428550522 428550634 428550636 428550619 428550537 428550535 428550612 428550532 428550580 428550652 428550681 428550573 428550541 428550625 428550680 428550508 428550594 428550640 428550553 428550651 428550603 277490791 428550563
29501819T,277490791 428550563
29501819F,428550563 277490791
29501820T,3420303094 33511448 33511449 3420303095
29501820F,33511449 3420303095 3021102905 3021102891 32346403 33510647 3021102886 32414940 3420309699 3420303093 33511448 33511449 3420303097 1585270549 427821136 1583920141 4358147637 1583920139 1583920111 4358147628 1583920109 1583920108 1583920107 1585270549 3420303097 33511449 33511448 3420303094
29501821T,427653374 427652928 427652981 427654092 427653147 427652655 427653921 427652517 427653988 427652652 427652752 427653780 427652683 427652658 427652460 427654032 427652670 427654096
29501821F,427654096 427652670 427654032 427652460 427652658 427652683 427653780 427652752 427652652 427653988 427652517 427653921 427652655 427653147 427654092 427652981 427652928 427653374
29501823T,428551571 241351515 428551538 428551566 428551510 428551501 428551484 428551505 428551522 428551512 427822204 427822216
29501823F,427822216 427822204 428551512 428551522 428551505 428551484 428551501 428551510 428551566 428551538 241351515 428551571
29501824T,428551581 33510659 33510660 33510583 427822204 427822216
29501824F,427822216 427822204 33510583 33510660 33510659 428551581
29501825T,4058971994 138603787 4058971993 44256207 2336659392
29501825F,2336659392 44256207 4058971993 138603787 4058971994
29501826T,138603787 4058971994 32412833 4058973091 59823455
29501826F,59823455 4058973091 32412833 4058971994 138603787
29501827T,241351515 428551571 428551502 428551532 428551572 428551506
29501827F,428551506 428551572 428551532 428551502 428551571 241351515
29501829T,44269890 277490765 277490791 428550563
29501829F,428550563 277490791 277490765 44269890
29501830T,277490765 44269890 44269894 44269895 4058971992 138603787 4058971994
29501830F,4058971994 138603787 4058971992 44269895 44269894 44269890 277490765
29501831T,427760193 427758691 427760441 427759133
29501831F,427759133 427760441 427758691 427760193
29501833T,427652654 427652835 427653930 427653233 427653558 427653113 427652815 427711390 427652581 427653374 427652928
29501833F,427652928 427653374 427652581 427711390 427652815 427653113 427653558 427653233 427653930 427652835 427652654
29501838T,427653313 427652800 427653029 32476157
29501838F,32476157 427653029 427652800 427653313
29501839T,277490441 44269883 428550610 428550555
29501839F,428550555 428550610 44269883 277490441
29501841T,427657337 427658474 427659476 427658482 427657737 427659741 427659522 427657676
29501841F,427657676 427659522 427659741 427657737 427658482 427659476 427658474 427657337
29501842T,427657337 427658474 427659476 427658482 427657737 427659741 427659522 427658511 427659104 427658001 427659695 427657699 427658765 427658919 427658552 427658799 427658051 427658275 427658539
29501842F,427658539 427658275 427658051 427658799 427658552 427658919 427658765 427657699 427659695 427658001 427659104 427658511 427659522 427659741 427657737 427658482 427659476 427658474 427657337
29501843T,427758202 427760133 427757294 427760683 427756666
29501843F,427756666 427760683 427757294 427760133 427758202
29501844T,427652800 427653313 427652629 427653102 427653391 427653222 427653703 427652813 427653294 427653952 427654006 427653272 427652508 427653339 427652599 427653759 427652926 427653604 427654118 427653427 427652959 427654150 427652689 427653941 427654071 427653561 427654110 427653920 427653450 427653773 427653527 427653582 427653731 427653704 427652616 427653960 427653661 427654121 427652657
29501844F,427652657 427654121 427653661 427653960 427652616 427653704 427653731 427653582 427653527 427653773 427653450 427653920 427654110 427653561 427654071 427653941 427652689 427654150 427652959 427653427 427654118 427653604 427652926 427653759 427652599 427653339 427652508 427653272 427654006 427653952 427653294 427652813 427653703 427653222 427653391 427653102 427652629 427653313 427652800
29501846T,427761463 427760560 427759563 427756658 427759895 427761101 427757652 427761512 427756557 427758430 427760413 427759999 427756591 427761185 427757522 427759133 427760441
29501846F,427760441 427759133 427757522 427761185 427756591 427759999 427760413 427758430 427756557 427761512 427757652 427761101 427759895 427756658 427759563 427760560 427761463
29501847T,428550586 277490441 44269883
29501847F,44269883 277490441 428550586
29501848T,61246810 61246801 61246789 40519740 40519739
29501848F,40519739 40519740 61246789 61246801 61246810
29501850T,1423544165 427658545 427711463 427659882 427658650 427658227 427658844 427657241
29501850F,427657241 427658844 427658227 427658650 427659882 427711463 427658545 1423544165
29501854T,428550578 428550586 277490441
29501854F,277490441 428550586 428550578
29501855T,276550213 276550212 842309154 2336659400 44256218 2336659401
29501855F,2336659401 44256218 2336659400 842309154 276550212 276550213
29501856T,427711418 427652600 427653029 32476157
29501856F,32476157 427653029 427652600 427711418
29501857T,427657206 427659611 427657353
29501857F,427657353 427659611 427657206
29501858T,427659611 427657206 427658711 427659563 427657935
29501858F,427657935 427659563 427658711 427657206 427659611
29501860T,427760918 427761463 427760560
29501860F,427760560 427761463 427760918
29501863T,427757613 427760251 427758204 427760960 427760821 540917192 427761495 427757144 427758356 427759419 427760641 427758444 427761177
29501863F,427761177 427758444 427760641 427759419 427758356 427757144 427761495 540917192 427760821 427760960 427758204 427760251 427757613
29501864T,427657571 427658822 427658805 427657763 427657170 427657876 427659049 427659002 427658428 427657479 427658146 427658416 427659175 427658878 427658343 427658260 427658580 427658930 427658153 427659216 427658373 427659743 427659847 427658749 427658500 427658330 427658772 427659059 427657939 427658063 427658614 427658604 427657232 427658387 427657564
29501864F,427657564 427658387 427657232 427658604 427658614 427658063 427657939 427659059 427658772 427658330 427658500 427658749 427659847 427659743 427658373 427659216 427658153 427658930 427658580 427658260 427658343 427658878 427659175 427658416 427658146 427657479 427658428 427659002 427659049 427657876 427657170 427657763 427658805 427658822 427657571
29501866T,276550195 276550196 2336659391 44256207 2336659392
29501866F,2336659392 44256207 2336659391 276550196 276550195
29501867T,428551493 428551536 428551491 428551543 428551478 428551504 428551507 428551487 428551551 428551473 428551503 241351515 428551571
29501867F,428551571 241351515 428551503 428551473 428551551 428551487 428551507 428551504 428551478 428551543 428551491 428551536 428551493
29501868T,277490385 428551536 428551493
29501868F,428551493 428551536 277490385
29501869T,427761011 427758616 427759226 427761381 427758519 427760933 427761231 427761362 427758812 427760321 427758118 427756981 427758292 427760049 427761162 427760249 427761466 427761515 427759298 427756666 427760683
29501869F,427760683 427756666 427759298 427761515 427761466 427760249 427761162 427760049 427758292 427756981 427758118 427760321 427758812 427761362 427761231 427760933 427758519 427761381 427759226 427758616 427761011
29501870T,281308180 427659012 2895464964 427658334 427658784 427658606 427659748 427657337 427658474
29501870F,427658474 427657337 427659748 427658606 427658784 427658334 2895464964 427659012 281308180
29501872T,428550609 276550229 4058971990 276550196 276550195
29501872F,276550195 276550196 4058971990 276550229 428550609
29501873T,428550609 276550229 4058971991 138603787 4058971994
29501873F,4058971994 138603787 4058971991 276550229 428550609
